RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
245,0,5/10/2010,ADESA,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,SILVER,AUTO,2,Covers,77050,AMERICAN,MEDIUM SUV,GM,7014,8310,10631,11934,6754,8038,11227,13362,NULL,NULL,20928,33619,FL,7900,0,1389
246,0,5/10/2010,ADESA,2006,4,HONDA,ACCORD 4C,LX,4D SEDAN LX AUTO,BLUE,AUTO,2,Covers,84388,TOP LINE ASIAN,MEDIUM,OTHER,9079,10482,12702,14481,8840,10100,12757,14447,NULL,NULL,20928,33619,FL,9000,0,594
247,0,5/10/2010,ADESA,2006,4,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,SILVER,MANUAL,1,Alloy,52866,AMERICAN,SMALL SUV,FORD,7099,8623,10611,12227,7314,9111,10593,12244,NULL,NULL,20928,33619,FL,6600,0,754
248,0,5/10/2010,ADESA,2003,7,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,2,Covers,45680,AMERICAN,MEDIUM,CHRYSLER,2839,3716,5681,6840,3061,3843,6309,6915,NULL,NULL,19638,33619,FL,4600,0,1275
249,0,5/10/2010,ADESA,2007,3,HYUNDAI,ELANTRA,GLS,4D SEDAN,GOLD,MANUAL,2,Covers,63496,OTHER ASIAN,MEDIUM,OTHER,7386,8490,10893,12124,6626,7796,10249,11260,NULL,NULL,20928,33619,FL,6235,0,533
250,1,5/10/2010,ADESA,2001,9,FORD,MUSTANG V6,Bas,2D COUPE,GOLD,AUTO,NULL,NULL,78593,AMERICAN,SPORTS,FORD,3242,4029,6037,7147,3242,4029,6037,7147,NULL,NULL,20928,33619,FL,4600,0,1103
251,0,5/10/2010,ADESA,2002,8,PONTIAC,SUNFIRE,SE,2D COUPE SE,WHITE,AUTO,2,Covers,93395,AMERICAN,COMPACT,GM,2773,3768,4988,5905,2562,3583,4576,5709,NULL,NULL,19638,33619,FL,3100,0,1641
252,0,5/10/2010,ADESA,2006,4,SUZUKI,FORENZA,,4D SEDAN,GOLD,MANUAL,2,Covers,53463,OTHER ASIAN,MEDIUM,OTHER,4169,5138,7564,8488,3789,4903,7148,8730,NULL,NULL,20928,33619,FL,4300,0,505
253,0,5/10/2010,ADESA,2004,6,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,WHITE,AUTO,1,Alloy,83081,AMERICAN,MEDIUM,GM,5736,7210,9141,10634,4267,5528,7468,8563,NULL,NULL,19638,33619,FL,6100,0,1373
254,0,5/10/2010,ADESA,2004,6,CHRYSLER,PACIFICA FWD,,4D SPORT TOURER,GREEN,AUTO,1,Alloy,73159,AMERICAN,CROSSOVER,CHRYSLER,6630,8099,9992,11129,5940,7151,9528,10911,NULL,NULL,19638,33619,FL,8300,0,1389
255,0,5/10/2010,ADESA,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LT,ORANGE,AUTO,1,Alloy,75157,AMERICAN,MEDIUM,GM,6963,8039,10227,11807,6523,7769,10350,12226,NULL,NULL,20928,33619,FL,7400,0,803
256,0,5/10/2010,ADESA,2005,5,FORD,FOCUS,ZX4,4D SEDAN ZX4,RED,MANUAL,2,Covers,73516,AMERICAN,COMPACT,FORD,3656,4485,6635,7420,3612,4711,6925,7961,NULL,NULL,20928,33619,FL,5500,0,1155
257,0,5/10/2010,ADESA,2004,6,CHEVROLET,COLORADO PICKUP 2WD,LS,REG CAB 2.8L,WHITE,AUTO,2,Covers,65459,AMERICAN,SMALL TRUCK,GM,3923,4569,7736,8411,3817,4877,7142,8540,NULL,NULL,20928,33619,FL,5900,0,630
258,0,5/17/2010,ADESA,2001,9,BUICK,REGAL,LS,4D SEDAN LS,SILVER,AUTO,1,Alloy,92792,AMERICAN,MEDIUM,GM,3267,4267,5463,6094,2988,4298,5461,6317,NULL,NULL,20928,33619,FL,4700,0,2651
259,0,5/17/2010,ADESA,2004,6,FORD,MUSTANG V6,Bas,2D COUPE,GREY,AUTO,1,Alloy,82271,AMERICAN,SPORTS,FORD,5462,6768,8414,10514,5396,6575,8675,9800,NULL,NULL,5546,33619,FL,6600,0,853
260,0,5/17/2010,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE,BLACK,AUTO,2,Covers,88723,AMERICAN,MEDIUM,FORD,3359,4582,6854,9350,3475,4759,6671,8140,NULL,NULL,5546,33619,FL,4900,0,983
261,0,5/17/2010,ADESA,2005,5,CHEVROLET,COBALT,Bas,4D SEDAN,SILVER,AUTO,2,Covers,72020,AMERICAN,COMPACT,GM,4063,5165,7267,8449,4343,5360,7412,8749,NULL,NULL,20928,33619,FL,4700,0,803
262,0,5/17/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,RED,AUTO,2,Covers,77380,AMERICAN,MEDIUM,CHRYSLER,4273,5296,7695,8759,3907,5190,7615,8659,NULL,NULL,20928,33619,FL,5235,0,1389
263,0,5/17/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,RED,AUTO,2,Covers,50773,AMERICAN,MEDIUM,CHRYSLER,5174,6094,8425,9407,4830,5977,8397,9451,NULL,NULL,20928,33619,FL,5000,0,1086
264,0,5/17/2010,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,2,Covers,58929,AMERICAN,MEDIUM,FORD,3359,4582,6854,9350,3348,4598,6891,8188,NULL,NULL,5546,33619,FL,5500,0,754
265,0,5/17/2010,ADESA,2002,8,CHEVROLET,IMPALA,Bas,4D SEDAN,BEIGE,AUTO,1,Alloy,79898,AMERICAN,LARGE,GM,2739,3786,5209,6334,2960,3998,5553,6889,NULL,NULL,5546,33619,FL,5100,0,2274
266,0,5/24/2010,ADESA,2006,4,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,PURPLE,AUTO,2,Covers,91773,AMERICAN,MEDIUM SUV,GM,8037,9794,11586,13748,8428,10145,12427,13850,NULL,NULL,19638,33619,FL,6800,0,1630
267,0,5/24/2010,ADESA,2004,6,CHEVROLET,TRAILBLAZER 2WD 6C,Nor,4D SUV 4.2L LS,GOLD,AUTO,1,Alloy,62271,AMERICAN,MEDIUM SUV,GM,6277,7545,9748,11020,5664,7095,9497,11161,NULL,NULL,20928,33619,FL,8600,0,1020
268,1,5/24/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2,Covers,66568,AMERICAN,MEDIUM,CHRYSLER,5108,6069,8483,9557,4775,5796,8667,9390,NULL,NULL,20928,33619,FL,6150,0,1215
269,1,5/24/2010,ADESA,2007,3,SATURN,ION,2,4D SEDAN LEVEL 2,MAROON,AUTO,2,Covers,63079,AMERICAN,MEDIUM,GM,6340,7574,9909,11051,6025,7220,9792,10587,NULL,NULL,20928,33619,FL,5800,0,728
270,0,5/24/2010,ADESA,2002,8,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,RED,AUTO,1,Alloy,82158,AMERICAN,MEDIUM SUV,GM,5302,6658,8218,9777,5483,6924,8950,10403,NULL,NULL,19638,33619,FL,7600,0,1543
271,0,6/2/2010,ADESA,2004,6,SATURN,VUE 2WD 4C,,4D CUV 2.2L,WHITE,MANUAL,2,Covers,60340,AMERICAN,MEDIUM SUV,GM,4203,5387,7392,8653,3676,4973,7125,9201,NULL,NULL,5546,33619,FL,5700,0,1411
272,0,6/2/2010,ADESA,2005,5,FORD,FIVE HUNDRED,SE,4D SEDAN SE,RED,AUTO,1,Alloy,92974,AMERICAN,LARGE,FORD,6218,7417,9941,11269,5384,6918,8937,10567,NULL,NULL,5546,33619,FL,5900,0,1774
273,0,9/27/2010,ADESA,2005,5,HYUNDAI,SANTA FE 2WD V6,GLS,4D CUV 2.7L,SILVER,AUTO,1,Alloy,74970,OTHER ASIAN,MEDIUM SUV,OTHER,5173,6362,8469,9814,6359,7335,10353,11440,NULL,NULL,19638,33619,FL,7600,0,686
274,0,9/27/2010,ADESA,2007,3,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,GOLD,AUTO,1,Alloy,62233,AMERICAN,MEDIUM SUV,CHRYSLER,12693,14504,16545,18175,12290,14323,16028,17973,NULL,NULL,19638,33619,FL,10050,0,1508
275,1,9/27/2010,ADESA,2004,6,FORD,TAURUS,SEL,4D SEDAN SE COMFORT,GREEN,AUTO,1,Alloy,79081,AMERICAN,MEDIUM,FORD,4017,5555,7330,9314,4017,5555,7301,9129,NULL,NULL,19638,33619,FL,5500,0,920
276,0,10/4/2010,ADESA,2003,7,HYUNDAI,ACCENT,GL,4D SEDAN GL,BLUE,MANUAL,2,Covers,55756,OTHER ASIAN,COMPACT,OTHER,2089,3183,5030,7665,2307,2980,5332,6887,NO,GREEN,5546,33619,FL,4500,0,1054
277,0,10/4/2010,ADESA,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2,Covers,53642,AMERICAN,MEDIUM,GM,6841,8152,10323,11538,6045,7386,9649,10776,NULL,NULL,5546,33619,FL,7600,0,837
278,0,10/4/2010,ADESA,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,BLUE,AUTO,1,Alloy,73831,AMERICAN,LARGE,GM,8044,9743,11456,13375,7596,8956,11276,12892,NULL,NULL,5546,33619,FL,7900,0,1974
279,0,10/4/2010,ADESA,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,2,Covers,88528,AMERICAN,LARGE,GM,7814,9358,11185,12745,7370,8840,11066,12664,NULL,NULL,5546,33619,FL,6800,0,2152
280,0,10/4/2010,ADESA,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,2,Covers,94071,AMERICAN,LARGE,GM,2992,4087,6159,7398,3094,4161,6203,7431,NULL,NULL,5546,33619,FL,5100,0,2351
281,0,10/4/2010,ADESA,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN,GREEN,AUTO,2,Covers,38837,AMERICAN,MEDIUM,GM,6976,8174,10513,11445,7134,8355,10552,11506,NULL,NULL,5546,33619,FL,7200,0,702
282,1,10/4/2010,ADESA,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN,WHITE,AUTO,2,Covers,89443,AMERICAN,MEDIUM,GM,6976,8174,10513,11445,6491,7771,9545,10739,NULL,NULL,5546,33619,FL,6100,0,1113
283,0,10/4/2010,ADESA,2004,6,HYUNDAI,ELANTRA,GLS,4D SEDAN,GREEN,AUTO,2,Covers,97581,OTHER ASIAN,MEDIUM,OTHER,3044,4007,6275,7747,2534,3369,5634,6051,NULL,NULL,5546,33619,FL,3800,0,620
284,0,10/4/2010,ADESA,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,BLACK,AUTO,2,Covers,85894,AMERICAN,MEDIUM,CHRYSLER,6654,7492,9910,10630,6109,6644,9491,10016,NULL,NULL,5546,33619,FL,5100,0,1503
285,0,10/4/2010,ADESA,2007,3,MITSUBISHI,ENDEAVOR FWD,LS,4D SPORT UTILITY LS,WHITE,AUTO,1,Alloy,52775,OTHER ASIAN,MEDIUM SUV,OTHER,9089,10123,13210,13951,8564,10692,12840,14283,NULL,NULL,5546,33619,FL,9200,0,505
286,0,10/4/2010,ADESA,2008,2,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2,Covers,53544,AMERICAN,MEDIUM,CHRYSLER,6308,7027,9803,10681,6371,7428,9671,10662,NULL,NULL,5546,33619,FL,6200,0,1086
287,0,10/4/2010,ADESA,2006,4,CHEVROLET,AVEO,LS,4D SEDAN LS,RED,AUTO,2,Covers,68344,AMERICAN,COMPACT,GM,3405,4434,6805,8102,3152,4068,5810,7111,NULL,NULL,5546,33619,FL,4200,0,728
288,0,10/4/2010,ADESA,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,SILVER,AUTO,2,Covers,79708,AMERICAN,MEDIUM,GM,4564,5807,7602,8865,4103,5468,7388,8599,NULL,NULL,5546,33619,FL,5600,0,803
289,0,10/11/2010,ADESA,2004,6,FORD,TAURUS,LX,4D SEDAN LX,GREY,AUTO,2,Covers,79352,AMERICAN,MEDIUM,FORD,3761,4868,7059,8235,3671,5000,6827,8236,NULL,NULL,19638,33619,FL,4000,0,920
290,0,10/11/2010,ADESA,2006,4,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SPORT,BLUE,AUTO,1,Alloy,71227,AMERICAN,VAN,CHRYSLER,5785,7685,9167,11341,5771,7625,9559,11745,NULL,NULL,19638,33619,FL,6400,0,1623
291,0,10/11/2010,ADESA,2005,5,CHEVROLET,1500 SILVERADO PICKU,Bas,REG CAB 4.3L,GREY,MANUAL,1,Alloy,43795,AMERICAN,LARGE TRUCK,GM,4833,6545,8536,10540,5088,6621,9264,11033,NO,GREEN,19638,33619,FL,7100,0,905
292,0,10/11/2010,ADESA,2008,2,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L SE,GREY,AUTO,2,Covers,79986,AMERICAN,SPECIALTY,CHRYSLER,9910,11097,12786,14477,10117,11192,13259,14350,NULL,NULL,19638,33619,FL,9000,0,1389
293,0,10/11/2010,ADESA,2002,8,NISSAN,ALTIMA,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,73638,TOP LINE ASIAN,MEDIUM,OTHER,3893,4897,6868,8193,3425,4446,6339,7763,NULL,NULL,19638,33619,FL,7350,0,986
294,0,10/11/2010,ADESA,2004,6,TOYOTA,COROLLA,CE,4D SEDAN CE,SILVER,AUTO,2,Covers,74697,TOP LINE ASIAN,COMPACT,OTHER,4876,5748,8033,9497,4584,5345,6997,8242,NULL,NULL,19638,33619,FL,6800,0,569
295,0,10/11/2010,ADESA,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,84349,AMERICAN,MEDIUM,CHRYSLER,6867,7644,10044,10793,5860,6853,10020,11718,NULL,NULL,19638,33619,FL,5500,0,1503
296,0,10/18/2010,ADESA,2005,5,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,GOLD,AUTO,2,Covers,69902,AMERICAN,CROSSOVER,CHRYSLER,5904,7204,9697,11249,5443,6666,8922,10307,NULL,NULL,5546,33619,FL,7800,0,1215
297,0,10/18/2010,ADESA,2008,2,PONTIAC,GRAND PRIX,Bas,4D SEDAN,BLACK,AUTO,2,Covers,70523,AMERICAN,LARGE,GM,8293,9892,12756,13885,8289,10071,12300,14100,NULL,NULL,5546,33619,FL,6850,0,1974
298,0,10/18/2010,ADESA,2006,4,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,GREY,AUTO,2,Covers,63908,AMERICAN,MEDIUM SUV,GM,8210,9827,12160,13819,8055,9771,11543,13228,NO,GREEN,5546,33619,FL,8950,0,1215
299,0,10/18/2010,ADESA,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,53734,AMERICAN,MEDIUM,GM,5899,7146,8833,10316,5583,7018,9357,11027,NULL,NULL,5546,33619,FL,7950,0,1003
300,1,10/18/2010,ADESA,2008,2,DODGE,AVENGER 4C,SXT,4D SEDAN SXT,RED,AUTO,NULL,NULL,51288,AMERICAN,MEDIUM,CHRYSLER,8993,10322,12758,13988,9047,10345,13148,14575,NULL,NULL,5546,33619,FL,7600,0,920
301,0,10/18/2010,ADESA,2005,5,MERCURY,SABLE,GS,4D SEDAN GS,SILVER,AUTO,2,Covers,41513,AMERICAN,MEDIUM,FORD,3922,4860,7481,8693,3043,4075,5550,6898,NULL,NULL,5546,33619,FL,5150,0,693
302,0,10/18/2010,ADESA,2004,6,CHEVROLET,TRACKER 2WD V6,Bas,4D SUV HARDTOP 2.5L,SILVER,AUTO,1,Alloy,71005,AMERICAN,SMALL SUV,GM,2176,3347,6046,6895,3852,4827,7273,7915,NULL,NULL,5546,33619,FL,5300,0,1155
303,0,10/18/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,WHITE,AUTO,2,Covers,38517,OTHER ASIAN,MEDIUM,OTHER,4109,5058,7933,8645,4158,5018,7428,8227,NULL,NULL,5546,33619,FL,6100,0,462
304,0,10/18/2010,ADESA,2008,2,CHEVROLET,HHR,LT,4D SUV 2.2L LS,BLACK,AUTO,2,Covers,50549,AMERICAN,MEDIUM,GM,7742,8831,11765,12746,6148,7595,9872,11254,NULL,NULL,5546,33619,FL,7700,0,671
305,0,10/18/2010,ADESA,2002,8,FORD,MUSTANG V6,Bas,2D COUPE,GREEN,AUTO,1,Alloy,74538,AMERICAN,SPORTS,FORD,3827,4838,6686,7587,3241,3999,6269,7389,NULL,NULL,5546,33619,FL,5000,0,1103
306,0,10/25/2010,ADESA,2004,6,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,2,Covers,76895,AMERICAN,MEDIUM,CHRYSLER,3313,4370,6417,7699,3716,4755,6691,7438,NO,GREEN,5546,33619,FL,4600,0,1389
307,0,10/25/2010,ADESA,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,SILVER,AUTO,2,Covers,64223,TOP LINE ASIAN,MEDIUM,OTHER,10213,11555,14505,15818,10322,12147,13974,16949,NULL,NULL,5546,33619,FL,9950,0,630
308,0,10/25/2010,ADESA,2004,6,KIA,RIO,Bas,4D SEDAN,GOLD,AUTO,2,Covers,77552,OTHER ASIAN,COMPACT,OTHER,2118,2783,4727,5558,1748,2395,4700,6440,NULL,NULL,5546,33619,FL,3700,0,569
309,0,10/25/2010,ADESA,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,SILVER,AUTO,2,Covers,91078,AMERICAN,MEDIUM,GM,6171,7614,9595,10479,5859,7339,9185,10749,NULL,NULL,5546,33619,FL,5500,0,1197
310,0,10/25/2010,ADESA,2006,4,MAZDA,TRIBUTE 2WD 4C,i,4D SPORT UTILITY I,GREY,AUTO,1,Alloy,72287,OTHER ASIAN,SMALL SUV,OTHER,7383,9075,10965,12628,7016,8040,10323,11512,NULL,NULL,5546,33619,FL,7250,0,920
311,0,10/25/2010,ADESA,2005,5,DODGE,DURANGO 2WD V6,ST,4D SUV 3.7L,RED,AUTO,2,Covers,86500,AMERICAN,MEDIUM SUV,CHRYSLER,7244,8957,10794,12241,6030,7577,9510,10769,NULL,NULL,5546,33619,FL,7600,0,1373
312,0,10/25/2010,ADESA,2008,2,JEEP,PATRIOT 4WD 4C,Spo,4D SUV,SILVER,AUTO,1,Alloy,71757,AMERICAN,SMALL SUV,CHRYSLER,10404,12297,14577,16119,11099,13119,15101,16552,NULL,NULL,5546,33619,FL,9900,0,1506
313,0,10/25/2010,ADESA,2004,6,MAZDA,MAZDA3,s,4D SEDAN I,SILVER,AUTO,1,Alloy,92865,OTHER ASIAN,MEDIUM,OTHER,4294,5538,6607,8010,5111,6596,8548,9930,NULL,NULL,5546,33619,FL,6600,0,1197
314,0,10/25/2010,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,ORANGE,AUTO,2,Covers,79755,AMERICAN,MEDIUM,CHRYSLER,7646,8799,11607,12875,7789,8646,11532,12238,NULL,NULL,5546,33619,FL,7850,0,1155
315,0,10/25/2010,ADESA,2002,8,MERCURY,SABLE,LS,4D SEDAN LS PREMIUM,GREEN,AUTO,1,Alloy,94898,AMERICAN,MEDIUM,FORD,2756,3804,5665,7220,3314,4718,5816,6883,NO,GREEN,5546,33619,FL,4200,0,1353
316,0,10/25/2010,ADESA,2006,4,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.8L,BLUE,AUTO,2,Covers,86451,AMERICAN,LARGE TRUCK,GM,8000,10486,12717,14937,8024,9678,13446,14822,NULL,NULL,5546,33619,FL,9050,0,1243
317,1,10/25/2010,ADESA,2003,7,KIA,SORENTO 4WD,EX,4D SPORT UTILITY EX,BLUE,AUTO,1,Alloy,74273,OTHER ASIAN,MEDIUM SUV,OTHER,5336,6663,8435,9596,4231,5156,7610,8321,NULL,NULL,5546,33619,FL,7300,0,2157
318,0,10/25/2010,ADESA,2009,1,DODGE,JOURNEY FWD 4C,SE,4D SPORT UTILITY SE,BLACK,AUTO,1,Alloy,79732,AMERICAN,CROSSOVER,CHRYSLER,9632,10510,13362,14619,9838,10725,13382,14392,NULL,NULL,5546,33619,FL,8100,0,1155
319,1,10/25/2010,ADESA,2007,3,SATURN,AURA,XE,4D SEDAN XE,BLUE,AUTO,1,Alloy,47555,AMERICAN,MEDIUM,GM,8875,10274,12354,13695,8379,9784,12372,13654,NULL,NULL,5546,33619,FL,8200,0,905
320,0,10/25/2010,ADESA,2004,6,FORD,EXPEDITION 2WD V8,XLS,4D SUV 4.6L XLS,RED,AUTO,1,Alloy,92482,AMERICAN,LARGE SUV,FORD,7065,8576,10555,12937,7505,8825,11123,12386,NULL,NULL,5546,33619,FL,8100,0,1197
321,0,10/25/2010,ADESA,2008,2,CHEVROLET,HHR,LS,4D SUV 2.2L LS,GOLD,AUTO,2,Covers,88042,AMERICAN,MEDIUM,GM,7127,8147,10534,11633,6911,8250,10194,12170,NULL,NULL,5546,33619,FL,6900,0,853
322,0,10/25/2010,ADESA,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,98315,AMERICAN,LARGE,GM,5778,7056,9366,10599,6373,7876,9367,10952,NO,GREEN,5546,33619,FL,5900,0,2351
323,0,10/25/2010,ADESA,2003,7,HYUNDAI,ELANTRA,GLS,4D SEDAN,BEIGE,AUTO,2,Covers,82444,OTHER ASIAN,MEDIUM,OTHER,2152,3065,4673,5867,2837,3745,5383,6294,NO,GREEN,5546,33619,FL,3700,0,894
324,0,10/25/2010,ADESA,2006,4,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,BLUE,AUTO,2,Covers,97593,OTHER ASIAN,MEDIUM,OTHER,6060,7545,8988,10357,5545,6764,8949,10010,NULL,NULL,5546,33619,FL,6050,0,620
325,0,10/25/2010,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,GREY,AUTO,2,Covers,54696,AMERICAN,MEDIUM,CHRYSLER,7646,8799,11607,12875,7627,8618,10734,12074,NULL,NULL,5546,33619,FL,8800,0,920
326,1,10/25/2010,ADESA,2008,2,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,2,Covers,61184,OTHER ASIAN,MEDIUM,OTHER,6796,7555,10140,10805,6628,7535,9605,10650,NULL,NULL,5546,33619,FL,6100,0,533
327,0,11/1/2010,ADESA,2005,5,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,RED,AUTO,1,Alloy,71158,AMERICAN,VAN,CHRYSLER,5134,6540,8938,10833,5381,6843,8978,10295,NULL,NULL,19638,33619,FL,5900,0,1623
328,0,11/1/2010,ADESA,2009,1,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2,Covers,80120,AMERICAN,MEDIUM,GM,9900,10858,13687,14727,11386,12751,14524,16018,NULL,NULL,19638,33619,FL,8800,0,1113
329,0,11/1/2010,ADESA,2004,6,DODGE,NEON,SXT,4D SEDAN,BLUE,MANUAL,2,Covers,77135,AMERICAN,COMPACT,CHRYSLER,2595,3371,5503,6384,2154,3118,5083,6127,NULL,NULL,5546,33619,FL,3600,0,686
330,0,11/1/2010,ADESA,2007,3,CHEVROLET,MALIBU V6,LS,4D SEDAN,WHITE,AUTO,2,Covers,94203,AMERICAN,MEDIUM,GM,6672,7639,11171,11936,7028,7825,11045,11785,NULL,NULL,5546,33619,FL,6000,0,1485
331,0,11/1/2010,ADESA,2008,2,KIA,RIO,Bas,4D SEDAN,GOLD,AUTO,2,Covers,49408,OTHER ASIAN,COMPACT,OTHER,5445,6599,8080,9793,6001,6722,9052,9686,NULL,NULL,19638,33619,FL,5300,0,482
332,0,11/1/2010,ADESA,2008,2,DODGE,AVENGER V6,SE,4D SEDAN,WHITE,AUTO,2,Covers,32713,AMERICAN,MEDIUM,CHRYSLER,8052,8732,12013,12750,7583,8885,11873,12966,NULL,NULL,19638,33619,FL,8800,0,822
333,0,11/1/2010,ADESA,2004,6,FORD,F150 PICKUP 2WD V8,XL,REG CAB 4.6L STX,WHITE,AUTO,1,Alloy,80444,AMERICAN,LARGE TRUCK,FORD,5560,7277,9663,11417,6691,6773,11333,11424,NULL,NULL,19638,33619,FL,7800,0,853
334,0,11/1/2010,ADESA,2009,1,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,GREY,AUTO,1,Alloy,60559,AMERICAN,LARGE,GM,9944,10977,14036,15253,10981,12184,14779,16077,NO,GREEN,19638,33619,FL,9000,0,1703
335,0,11/1/2010,ADESA,2005,5,DODGE,DURANGO 2WD V8,SLT,4D SUV 5.7L SLT,WHITE,AUTO,1,Alloy,89452,AMERICAN,MEDIUM SUV,CHRYSLER,7993,9503,12015,14285,8386,10118,11926,13997,NULL,NULL,5546,33619,FL,9700,0,1503
336,0,11/8/2010,ADESA,2005,5,MAZDA,TRIBUTE 2WD V6,s,4D SPORT UTILITY S,GREY,AUTO,1,Alloy,97320,OTHER ASIAN,SMALL SUV,OTHER,6601,8025,10361,11661,6131,7763,9685,11367,NULL,NULL,5546,33619,FL,7200,0,1053
337,0,11/8/2010,ADESA,2008,2,DODGE,CALIBER,SXT,4D WAGON SXT,GOLD,AUTO,1,Alloy,63456,AMERICAN,MEDIUM,CHRYSLER,8015,9078,12078,13240,8672,10052,12382,13520,NULL,NULL,19638,33619,FL,6600,0,825
338,0,11/8/2010,ADESA,2004,6,HYUNDAI,ACCENT,GL,4D SEDAN GL,SILVER,AUTO,2,Covers,87463,OTHER ASIAN,COMPACT,OTHER,2556,3520,5360,6537,2523,3247,5096,5870,NO,GREEN,5546,33619,FL,4000,0,983
339,0,11/8/2010,ADESA,2006,4,FORD,F150 PICKUP 4WD V8,STX,EXT CAB 4.6L STX,WHITE,AUTO,1,Alloy,91071,AMERICAN,LARGE TRUCK,FORD,12388,14924,17833,20207,12360,15378,17496,20147,NO,GREEN,5546,33619,FL,9600,0,1774
340,0,11/8/2010,ADESA,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,GREY,AUTO,1,Alloy,70029,AMERICAN,LARGE,GM,7655,8963,11715,13333,7388,8774,11340,12984,NULL,NULL,19638,33619,FL,8550,0,1974
341,1,11/8/2010,ADESA,2009,1,FORD,FUSION V6,SE,4D SEDAN SE,BLACK,AUTO,1,Alloy,62846,AMERICAN,MEDIUM,FORD,11510,12950,16310,17717,12008,13466,16020,17274,NULL,NULL,19638,33619,FL,8650,0,1118
342,0,11/8/2010,ADESA,2008,2,PONTIAC,G6 4C,Bas,4D SEDAN SE,MAROON,AUTO,2,Covers,44281,AMERICAN,MEDIUM,GM,8169,9168,11932,12902,8777,10108,12054,13065,NULL,NULL,19638,33619,FL,8450,0,764
343,0,11/8/2010,ADESA,2004,6,JEEP,LIBERTY 2WD V6,Spo,4D SUV,SILVER,AUTO,1,Alloy,60060,AMERICAN,SMALL SUV,CHRYSLER,5224,6558,7708,9579,5510,6774,8755,9848,NULL,NULL,19638,33619,FL,6600,0,630
